TransactionID,OrderDate,SKU,ProductName,Category,Channel,Quantity,UnitPrice,Returned,CustomerCity,PaymentMethod,DiscountCode
T00235,2025-03-14,SKU-013,Phone Tripod Mini,Electronics,Search,1,23.4,No,Multan,COD,
T00236,2025-01-25,sku-005,Gym Bottle Steel,Accessories,instagram,1,18.9,No,Rawalpindi,COD,
T00237,2025-01-18,SKU-010,Compression Shirt,Apparel,facebook,1,38.0,No,Islamabad,Cash on Delivery,WELCOME10
T00238,2025-01-10,SKU-014,Desk Lamp LED,Home,Google,2,36.0,No,lahore,,WELCOME10
T00239,2025-02-07,SKU-003,Performance Sneakers White,Shoes,Instagram,1,76.5,Yes,Islamabad,card,WELCOME10
T00240,2025-01-19,SKU-011,Travel Backpack,Bags,IG,1,68.4,No,,card,FREESHIP
T00241,2025-01-14,SKU-010,Compression Shirt,Apparel,IG,2,38.0,No,Karachi,Cash on Delivery,EIDSALE
T00242,2025-02-15,SKU-013,Phone Tripod Mini,Electronics,facebook,2,26.0,No,Islamabad,COD,EIDSALE
T00243,2025-02-23,SKU-013,Phone Tripod Mini,Electronics ,google,1,24.7,No,Islamabad,COD,
T00244,2025-01-22,SKU-004,Performance Sneakers Black,Shoes,facebook,1,79.2,No,lahore,card,WELCOME10
T00245,2025-03-16,SKU-013,Phone Tripod Mini,Electronics,Meta FB,1,27.3,No,Lahore,COD,NEWCUSTOMER
T00246,2025-01-20,SKU-009,Running Shorts Navy,Apparel,Meta FB,1,28.8,No,,Cash on Delivery,FREESHIP
T00247,2025-01-30,SKU-015,Reusable Tote Bag,Accessories,Instagram Ads,1,14.7,No,Karachi,Bank Transfer,NEWCUSTOMER
T00248,2025-01-01,SKU-008,Smart Watch Strap,Accessories,Facebook,1,22.0,No,KHI,card,NEWCUSTOMER
T00249,2025-01-27,SKU-006,Yoga Mat Premium,Fitness,google,1,31.5,No,Karachi,,WELCOME10
T00250,2025-01-28,SKU-007,Wireless Earbuds Lite,Electronics ,Search,1,68.25,No,,Card,
T00251,2025-02-19,SKU-015 ,Reusable Tote Bag,Accessories,instagram,1,12.6,No,KHI,Bank Transfer,WELCOME10
T00252,2025-01-30,SKU-009,Running Shorts Navy,Apparel,GAds,1,32.0,No,Rawalpindi,Cash on Delivery,
T00253,2025-02-06,SKU-011 ,Travel Backpack,Bags,instagram,1,72.0,No,Islamabad,card,NEWCUSTOMER
T00254,2025-01-15,SKU-012,Laptop Sleeve 14 inch,Bags,,2,25.2,No,lahore,,FREESHIP
T00255,2025-02-03,SKU-001,Urban Hoodie Black,Apparel,Insta,1,45.0,No,Faisalabad,Card,FREESHIP
T00256,2025-01-23,SKU-007,Wireless Earbuds Lite,Electronics,Meta FB,1,68.25,No,Rawalpindi,COD,WELCOME10
T00257,2025-01-14,SKU-002,Urban Hoodie Grey,Apparel,facebook,1,42.3,No,Faisalabad,card,WELCOME10
T00258,2025-01-29,SKU-011,Travel Backpack,,Meta FB,2,68.4,No,Islamabad,card,
T00259,2025-01-02,SKU-010,Compression Shirt,Apparel,Instagram,1,34.2,No,Islamabad,card,FREESHIP
T00260,2025-02-21,SKU-004,Performance Sneakers Black,Shoes,FB,4,92.4,No,Islamabad,,WELCOME10
T00261,2025-01-18,SKU-015,Reusable Tote Bag,Accessories,Search,1,14.0,No,Lahore,COD,EIDSALE
T00262,2025-02-12,SKU-004,Performance Sneakers Black,Shoes,instagram,3,88.0,No,KHI,COD,EIDSALE
T00263,2025-02-27,SKU-014,Desk Lamp LED,Home,IG,1,40.0,No,Karachi,Card,WELCOME10
T00264,2025-02-04,SKU-009,Running Shorts Navy,Apparel,Instagram Ads,2,32.0,No,Rawalpindi,,EIDSALE
T00265,2025-01-22,SKU-005,Gym Bottle Steel,Accessories,facebook,1,18.0,No,,Bank Transfer,WELCOME10
T00266,2025-01-17,SKU-008,Smart Watch Strap,Accessories,Facebook,1,22.0,No,KHI,COD,NEWCUSTOMER
T00267,2025-03-14,SKU-006,Yoga Mat Premium,Fitness,instagram,1,35.0,No,Lahore,Card,NEWCUSTOMER
T00268,2025-03-02,SKU-008,Smart Watch Strap,Accessories,google,3,20.9,No,Rawalpindi,card,NEWCUSTOMER
T00269,2025-03-24,SKU-005,Gym Bottle Steel,Accessories,IG,1,18.9,No,KHI,Bank Transfer,FREESHIP
T00270,2025-01-15,SKU-009,Running Shorts Navy,,IG,2,30.4,No,Islamabad,Card,EIDSALE
T00271,2025-01-30,SKU-002,Urban Hoodie Grey,Apparel,FB,1,47.0,No,Islamabad,Card,EIDSALE
T00272,2025-01-25,SKU-014,Desk Lamp LED,Home,facebook,2,40.0,No,Rawalpindi,card,
T00273,2025-03-02,SKU-005,Gym Bottle Steel,Accessories,Website,1,18.9,Yes,Lahore,,WELCOME10
T00274,2025-01-02,SKU-003,Performance Sneakers White,,Facebook,1,85.0,Yes,Islamabad,Bank Transfer,
T00275,2025-02-13,SKU-015,Reusable Tote Bag,Accessories,Organic,1,14.7,No,Multan,card,
T00276,2025-01-18,SKU-004,Performance Sneakers Black,Shoes,facebook,1,79.2,No,KHI,COD,
T00277,2025-03-11,SKU-005,Gym Bottle Steel,Accessories,Meta FB,1,18.0,No,KHI,card,WELCOME10
T00278,2025-03-20,SKU-004,Performance Sneakers Black,,IG,1,79.2,No,Lahore,COD,
T00279,2025-02-19,SKU-010,Compression Shirt,apparel,instagram,1,38.0,No,Karachi,card,
T00280,2025-02-23,SKU-013,Phone Tripod Mini,Electronics,Google,2,26.0,No,Karachi,,WELCOME10
T00281,2025-02-01,SKU-008,Smart Watch Strap,Accessories,,2,20.9,No,Karachi,COD,WELCOME10
T00282,2025-03-10,SKU-015,Reusable Tote Bag,Accessories,IG,3,12.6,No,Rawalpindi,Cash on Delivery,NEWCUSTOMER
T00283,2025-02-02,SKU-005,Gym Bottle Steel,Accessories,Instagram Ads,1,18.0,No,Rawalpindi,COD,EIDSALE
T00284,2025-02-05,SKU-015,Reusable Tote Bag,Accessories,instagram,3,14.0,No,Faisalabad,Bank Transfer,
T00285,2025-01-10,SKU-011,Travel Backpack,Bags,Google Ads,1,75.6,No,,Card,
T00286,2025-02-25,SKU-006,Yoga Mat Premium,Fitness,Google Ads,2,31.5,No,Islamabad,Bank Transfer,NEWCUSTOMER
T00287,2025-02-20,SKU-015,Reusable Tote Bag,Accessories,Search,1,14.0,No,KHI,card,EIDSALE
T00288,2025-01-17,SKU-012,Laptop Sleeve 14 inch,Bags,Insta,1,29.4,No,,Bank Transfer,
T00289,2025-02-24,SKU-005,Gym Bottle Steel,Accessories,Facebook Ads,1,18.0,No,lahore,Card,WELCOME10
T00290,2025-01-11,SKU-002,Urban Hoodie Grey,Apparel,Meta FB,3,47.0,Yes,KHI,COD,WELCOME10
T00291,2025-03-21,SKU-011,Travel Backpack,Bags,Facebook,1,75.6,No,lahore,,
T00292,2025-03-26,SKU-005,Gym Bottle Steel,Accessories,Facebook Ads,2,18.9,No,KHI,Card,WELCOME10
T00293,2025-01-03,SKU-001,Urban Hoodie Black,,Website,1,42.75,No,Faisalabad,COD,NEWCUSTOMER
T00294,2025-02-19,SKU-014,Desk Lamp LED,Home,Google,3,40.0,No,Rawalpindi,card,WELCOME10
T00295,2025-03-19,SKU-005,Gym Bottle Steel,Accessories,Insta,1,16.2,No,Islamabad,card,WELCOME10
T00296,2025-01-09,SKU-008,Smart Watch Strap,Accessories,Organic,1,22.0,No,Faisalabad,COD,WELCOME10
T00297,2025-03-20,SKU-009,Running Shorts Navy,,instagram,1,32.0,No,Islamabad,Cash on Delivery,NEWCUSTOMER
T00298,2025-02-19,SKU-007,Wireless Earbuds Lite,,FB,1,61.75,No,Rawalpindi,COD,
T00299,2025-03-20,SKU-007,Wireless Earbuds Lite,,facebook,2,61.75,No,Multan,card,NEWCUSTOMER
T00300,2025-03-24,SKU-014,Desk Lamp LED,,Search,1,38.0,No,,,
T00301,2025-01-07,SKU-003,Performance Sneakers White,Shoes,IG,2,85.0,No,lahore,Card,
T00302,2025-03-31,SKU-008,Smart Watch Strap,Accessories,IG,1,22.0,No,Islamabad,,
T00303,2025-02-16,SKU-002,Urban Hoodie Grey,Apparel,Search,1,47.0,No,Islamabad,COD,WELCOME10
T00304,2025-02-09,SKU-011,Travel Backpack,bags,Website,1,72.0,No,lahore,card,NEWCUSTOMER
T00305,2025-01-28,SKU-008,Smart Watch Strap,Accessories,Instagram Ads,1,19.8,No,Lahore,COD,WELCOME10
T00306,2025-01-05,SKU-010,Compression Shirt,Apparel,GAds,1,38.0,Yes,KHI,COD,FREESHIP
T00307,2025-02-08,SKU-005,Gym Bottle Steel,Accessories,Organic,2,16.2,No,Rawalpindi,,WELCOME10
T00308,2025-03-22,SKU-008,Smart Watch Strap,Accessories,Meta FB,3,23.1,No,Islamabad,Cash on Delivery,NEWCUSTOMER
T00309,2025-01-24,SKU-014,Desk Lamp LED,Home,Facebook Ads,4,40.0,No,,card,
T00310,2025-01-02,SKU-009,Running Shorts Navy,Apparel,GAds,2,32.0,No,Lahore,COD,WELCOME10
T00311,2025-03-02,SKU-012,Laptop Sleeve 14 inch,Bags,google,1,26.6,No,KHI,Bank Transfer,NEWCUSTOMER
T00312,2025-01-27,SKU-008,Smart Watch Strap,,Facebook Ads,1,22.0,No,Islamabad,Cash on Delivery,NEWCUSTOMER
T00313,2025-02-09,SKU-010,Compression Shirt,Apparel,Facebook,1,38.0,No,Karachi,Bank Transfer,
T00314,2025-01-04,SKU-012,Laptop Sleeve 14 inch,Bags,Direct,1,26.6,No,KHI,,WELCOME10
T00315,2025-03-08,SKU-002,Urban Hoodie Grey,Apparel,Facebook,1,42.3,No,Lahore,Cash on Delivery,EIDSALE
T00316,2025-02-06,SKU-004,Performance Sneakers Black,shoes,facebook,1,88.0,Yes,Rawalpindi,Cash on Delivery,EIDSALE
T00317,2025-02-06,SKU-008,Smart Watch Strap,,Facebook Ads,1,22.0,No,Lahore,Card,FREESHIP
T00318,2025-03-18,SKU-014,Desk Lamp LED,Home,Instagram Ads,1,40.0,No,lahore,Cash on Delivery,WELCOME10
T00319,2025-01-13,SKU-006,Yoga Mat Premium,Fitness,google,1,35.0,No,Multan,Bank Transfer,FREESHIP
T00320,2025-03-03,SKU-007,Wireless Earbuds Lite,Electronics,Facebook Ads,1,65.0,No,Faisalabad,Cash on Delivery,FREESHIP
T00321,2025-03-12,SKU-003,Performance Sneakers White,Shoes,Instagram,1,89.25,No,Karachi,,
T00322,2025-03-01,SKU-005,Gym Bottle Steel,Accessories,facebook,1,17.1,No,Lahore,Card,WELCOME10
T00323,2025-03-23,SKU-012,Laptop Sleeve 14 inch,Bags,Google Ads,1,28.0,No,Faisalabad,card,
T00324,2025-01-02,SKU-009,Running Shorts Navy,Apparel,Insta,2,32.0,No,Faisalabad,Card,WELCOME10
T00325,2025-02-18,SKU-005,Gym Bottle Steel,Accessories,Insta,1,17.1,No,Islamabad,COD,
T00326,2025-03-04,SKU-010,Compression Shirt,Apparel,Direct,1,39.9,No,lahore,Cash on Delivery,FREESHIP
T00327,2025-01-24,SKU-006,Yoga Mat Premium,Fitness,facebook,2,35.0,No,lahore,,EIDSALE
T00328,2025-01-19,SKU-011,Travel Backpack,Bags,IG,1,72.0,No,KHI,Cash on Delivery,EIDSALE
T00329,2025-01-02,SKU-007,Wireless Earbuds Lite,Electronics,Instagram Ads,1,65.0,No,Faisalabad,,NEWCUSTOMER
T00330,2025-03-15,SKU-001,Urban Hoodie Black,Apparel,,1,42.75,No,Faisalabad,Card,
T00331,2025-01-20,SKU-010,Compression Shirt,Apparel,Insta,1,39.9,No,Islamabad,card,FREESHIP
T00332,2025-03-23,SKU-003,Performance Sneakers White,Shoes,IG,1,85.0,No,KHI,COD,FREESHIP
T00333,2025-03-09,SKU-013,Phone Tripod Mini,Electronics,facebook,1,26.0,No,,Cash on Delivery,
T00334,2025-01-13,SKU-004, Performance Sneakers Black ,Shoes,Instagram Ads,2,92.4,No,Multan,Cash on Delivery,
T00335,2025-01-13,SKU-008,Smart Watch Strap,,GAds,1,22.0,No,Rawalpindi,Cash on Delivery,
T00336,2025-03-19,SKU-002,Urban Hoodie Grey,Apparel,Search,2,47.0,No,Faisalabad,card,
T00337,2025-01-21,SKU-012,Laptop Sleeve 14 inch,Bags,Facebook,1,28.0,No,Rawalpindi,Cash on Delivery,FREESHIP
T00338,2025-02-25,SKU-003,Performance Sneakers White,,google,,85.0,Yes,Lahore,card,WELCOME10
T00339,2025-02-19,SKU-004,Performance Sneakers Black,Shoes,google,1,,No,Karachi,Cash on Delivery,WELCOME10
T00340,2025-03-03,SKU-002,Urban Hoodie Grey,Apparel,IG,1,47.0,No,Karachi,card,EIDSALE
T00341,2025-02-19,SKU-010,Compression Shirt,Apparel,facebook,2,39.9,No,Lahore,,NEWCUSTOMER
T00342,2025-03-24,SKU-005,Gym Bottle Steel,,Instagram Ads,3,18.0,Yes,Karachi,COD,
T00343,2025-03-10,SKU-003,Performance Sneakers White,,Instagram,1,85.0,No,Rawalpindi,,
T00344,2025-02-09,SKU-013,Phone Tripod Mini,Electronics,Meta FB,1,23.4,No,Rawalpindi,card,EIDSALE
T00345,2025-02-11,SKU-002,Urban Hoodie Grey,Apparel,Search,1,47.0,No,Multan,Cash on Delivery,WELCOME10
T00346,2025-01-13,SKU-012,Laptop Sleeve 14 inch,bags,Instagram Ads,2,28.0,No,Faisalabad,card,
T00347,2025-01-27,SKU-003,Performance Sneakers White,,facebook,1,85.0,No,Karachi,,EIDSALE
T00348,2025-01-16,SKU-015,Reusable Tote Bag,Accessories,,1,12.6,No,Islamabad,,FREESHIP
T00349,2025-01-07,SKU-009,Running Shorts Navy,Apparel,facebook,1,28.8,No,Lahore,card,NEWCUSTOMER
T00350,2025-03-17,SKU-008,Smart Watch Strap,Accessories,IG,1,22.0,No,lahore,Cash on Delivery,FREESHIP
T00351,2025-03-20,SKU-006,Yoga Mat Premium,Fitness,Insta,1,35.0,No,Islamabad,Card,FREESHIP
T00352,2025-02-07,SKU-009,Running Shorts Navy,Apparel,Search,3,28.8,No,lahore,card,EIDSALE
T00353,2025-02-01,SKU-005,Gym Bottle Steel,Accessories,instagram,3,16.2,No,,Cash on Delivery,FREESHIP
T00354,2025-02-27,SKU-007,Wireless Earbuds Lite,Electronics,Facebook,1,61.75,No,Faisalabad,COD,
T00355,2025-02-28,SKU-007,Wireless Earbuds Lite,electronics,facebook,1,65.0,No,Multan,Cash on Delivery,
T00356,2025-03-20,SKU-008,Smart Watch Strap,,Google,1,22.0,No,Lahore,Card,FREESHIP
T00357,2025-01-23,SKU-009,Running Shorts Navy,Apparel,Search,2,32.0,No,Rawalpindi,,WELCOME10
T00358,2025-02-24,SKU-004,Performance Sneakers Black,Shoes,Facebook Ads,1,79.2,No,Multan,,
T00359,2025-02-28,SKU-002,Urban Hoodie Grey,Apparel,Insta,1,47.0,No,Lahore,Bank Transfer,FREESHIP
T00360,2025-02-14,SKU-006,Yoga Mat Premium,Fitness,Google,1,35.0,Yes,Multan,card,NEWCUSTOMER
T00361,2025-02-28,SKU-005,Gym Bottle Steel,Accessories,Facebook Ads,1,18.0,No,Islamabad,Cash on Delivery,WELCOME10
T00362,2025-03-30,SKU-014,Desk Lamp LED,Home,Google Ads,1,40.0,No,Multan,Bank Transfer,WELCOME10
T00363,2025-02-08,SKU-002,Urban Hoodie Grey,Apparel,facebook,2,44.65,No,Faisalabad,card,EIDSALE
T00364,2025-03-27,SKU-003,Performance Sneakers White,Shoes,Instagram Ads,1,85.0,No,Rawalpindi,card,EIDSALE
T00365,2025-03-16,SKU-008,Smart Watch Strap,Accessories,GAds,1,22.0,No,Multan,Cash on Delivery,NEWCUSTOMER
T00366,2025-02-20,SKU-003,Performance Sneakers White,Shoes,GAds,1,85.0,No,lahore,,FREESHIP
T00367,2025-02-24,SKU-011,Travel Backpack,Bags,instagram,1,72.0,No,,Card,
T00368,2025-03-13,SKU-007,Wireless Earbuds Lite,Electronics,Insta,1,61.75,No,lahore,COD,
T00369,2025-03-23,SKU-013,Phone Tripod Mini,electronics,IG,1,24.7,No,Karachi,Cash on Delivery,
T00370,2025-02-03,SKU-009,Running Shorts Navy,Apparel,Instagram,1,33.6,No,Islamabad,Bank Transfer,WELCOME10
T00371,2025-02-15,SKU-001,Urban Hoodie Black,Apparel,Facebook,1,47.25,No,Faisalabad,Bank Transfer,
T00372,2025-02-15,SKU-013,Phone Tripod Mini,Electronics,Meta FB,1,24.7,No,KHI,Cash on Delivery,
T00373,2025-03-12,SKU-010,Compression Shirt,apparel,google,1,38.0,No,Islamabad,card,NEWCUSTOMER
T00374,2025-02-08,SKU-001,Urban Hoodie Black,Apparel,Google Ads,1,47.25,No,Karachi,Card,
T00375,2025-01-14,SKU-001,Urban Hoodie Black,,Search,1,45.0,No,Karachi,Card,NEWCUSTOMER
T00376,2025-02-14,SKU-001,Urban Hoodie Black,Apparel,Facebook Ads,3,45.0,No,Lahore,Cash on Delivery,WELCOME10
T00377,2025-03-10,SKU-001,Urban Hoodie Black,Apparel,Google Ads,3,47.25,No,,card,WELCOME10
T00378,2025-02-10,SKU-002,Urban Hoodie Grey,Apparel,FB,1,47.0,No,Faisalabad,,FREESHIP
T00379,2025-02-24,SKU-003,Performance Sneakers White,Shoes,facebook,3,85.0,Yes,Karachi,Card,WELCOME10
T00380,2025-01-22,SKU-001,Urban Hoodie Black,Apparel,Website,1,42.75,No,Faisalabad,,FREESHIP
T00381,2025-03-04,SKU-007,Wireless Earbuds Lite,Electronics ,facebook,1,65.0,No,lahore,,
T00382,2025-01-20,SKU-005,Gym Bottle Steel,Accessories,Instagram,1,16.2,No,Multan,Cash on Delivery,NEWCUSTOMER
T00383,2025-01-16,SKU-005,Gym Bottle Steel,Accessories,facebook,1,18.0,Yes,Islamabad,Bank Transfer,
T00384,2025-03-04,SKU-010,Compression Shirt,Apparel,Search,1,34.2,No,Multan,Bank Transfer,EIDSALE
T00385,2025-02-16,SKU-005,Gym Bottle Steel,Accessories,Google,2,18.9,No,Rawalpindi,COD,
T00386,2025-02-09,SKU-002,Urban Hoodie Grey,Apparel,Meta FB,1,44.65,No,Lahore,Bank Transfer,FREESHIP
T00387,2025-03-04,SKU-002,Urban Hoodie Grey,Apparel,GAds,1,49.35,No,Karachi,Cash on Delivery,WELCOME10
T00388,2025-02-21,SKU-012,Laptop Sleeve 14 inch,Bags,Instagram,2,25.2,No,Karachi,,EIDSALE
T00389,2025-02-10,SKU-003,Performance Sneakers White,shoes,instagram,1,89.25,No,lahore,COD,
T00390,2025-03-23,SKU-008,Smart Watch Strap,Accessories,Instagram Ads,3,23.1,No,Faisalabad,card,FREESHIP
T00391,2025-01-27,SKU-013,Phone Tripod Mini,Electronics,Facebook Ads,1,26.0,No,Faisalabad,card,FREESHIP
T00392,2025-01-05,SKU-003,Performance Sneakers White,Shoes,Facebook,1,85.0,No,Karachi,Bank Transfer,NEWCUSTOMER
T00393,2025-02-16,SKU-010,Compression Shirt,Apparel,google,3,39.9,No,KHI,Bank Transfer,FREESHIP
T00394,2025-02-10,SKU-005,Gym Bottle Steel,Accessories,Instagram Ads,2,18.9,No,Faisalabad,Cash on Delivery,
T00395,2025-02-10,SKU-008,Smart Watch Strap,Accessories ,Insta,3,22.0,No,Lahore,,
T00396,2025-03-31,SKU-005,Gym Bottle Steel,Accessories,Google,1,18.0,No,Karachi,COD,EIDSALE
T00397,2025-03-22,SKU-005,Gym Bottle Steel,Accessories,google,2,18.0,No,,Card,WELCOME10
T00398,2025-03-19,sku-011,Travel Backpack,Bags,IG,1,72.0,No,Rawalpindi,,EIDSALE
T00399,2025-03-08,SKU-010,Compression Shirt,Apparel,Google Ads,2,39.9,No,Multan,Bank Transfer,WELCOME10
T00400,2025-02-18,SKU-015,Reusable Tote Bag,Accessories,Google Ads,1,14.0,No,Islamabad,Card,FREESHIP
T00401,2025-02-17,SKU-003,Performance Sneakers White,Shoes,Instagram,2,80.75,No,Faisalabad,Bank Transfer,
T00402,2025-03-18,SKU-003,Performance Sneakers White,,Google Ads,1,80.75,No,lahore,COD,EIDSALE
T00403,2025-03-02,SKU-002,Urban Hoodie Grey,Apparel,facebook,1,49.35,No,Rawalpindi,card,EIDSALE
T00404,2025-03-18,SKU-010,Compression Shirt,Apparel,Google,1,34.2,No,Islamabad,Bank Transfer,WELCOME10
T00405,2025-01-17,SKU-002,Urban Hoodie Grey,Apparel,google,1,47.0,No,,Bank Transfer,EIDSALE
T00406,2025-02-10,SKU-006,Yoga Mat Premium,Fitness,facebook,2,35.0,No,Islamabad,Card,FREESHIP
T00407,2025-03-05,SKU-001,Urban Hoodie Black,Apparel,Meta FB,1,42.75,No,Islamabad,,NEWCUSTOMER
T00408,2025-01-28,SKU-008,Smart Watch Strap,,,2,22.0,No,Multan,Card,EIDSALE
T00409,2025-03-17,SKU-015,Reusable Tote Bag,Accessories,Facebook Ads,1,14.0,No,Multan,Card,
T00410,2025-03-14,SKU-002,Urban Hoodie Grey,Apparel,GAds,1,47.0,No,,Card,
T00411,2025-02-06,SKU-009,Running Shorts Navy,Apparel,Direct,1,30.4,No,Karachi,Bank Transfer,NEWCUSTOMER
T00412,2025-02-04,SKU-008,Smart Watch Strap,Accessories,Instagram Ads,2,19.8,No,Islamabad,card,NEWCUSTOMER
T00413,2025-02-25,SKU-002,Urban Hoodie Grey,Apparel,GAds,1,47.0,No,Lahore,Cash on Delivery,
T00414,2025-03-14,SKU-013,Phone Tripod Mini,Electronics,Meta FB,1,23.4,Yes,,,EIDSALE
T00415,2025-02-27,sku-009,Running Shorts Navy,Apparel,FB,1,32.0,No,Karachi,Card,WELCOME10
T00416,2025-03-26,SKU-015,Reusable Tote Bag,Accessories,Instagram Ads,1,12.6,No,Lahore,COD,
T00417,2025-01-04,SKU-003,Performance Sneakers White,Shoes,Google Ads,1,89.25,No,Karachi,COD,WELCOME10
T00418,2025-01-03,SKU-013,Phone Tripod Mini,,Insta,1,24.7,No,,card,
T00419,2025-01-05,SKU-007,Wireless Earbuds Lite,Electronics,instagram,2,68.25,No,KHI,Card,EIDSALE
T00420,2025-03-05,SKU-009,Running Shorts Navy,Apparel,google,1,32.0,No,Multan,Cash on Delivery,
T00421,2025-02-19,SKU-015,Reusable Tote Bag,Accessories,GAds,2,14.0,No,lahore,Card,FREESHIP
T00422,2025-03-13,SKU-001,Urban Hoodie Black,Apparel,Facebook Ads,1,45.0,No,Rawalpindi,Card,NEWCUSTOMER
T00423,2025-02-15,SKU-012,Laptop Sleeve 14 inch,Bags,Search,1,28.0,No,lahore,Card,
T00424,2025-01-14,SKU-013,Phone Tripod Mini,Electronics,Facebook,1,26.0,No,Karachi,COD,
T00425,2025-01-26,SKU-006,Yoga Mat Premium,Fitness,Instagram,1,33.25,No,Rawalpindi,COD,NEWCUSTOMER
T00426,2025-02-22,SKU-015,Reusable Tote Bag,Accessories,,2,14.0,No,Multan,Bank Transfer,FREESHIP
T00427,2025-01-05,SKU-010, Compression Shirt ,Apparel,Search,1,39.9,No,KHI,Bank Transfer,
T00428,2025-02-05,SKU-014,Desk Lamp LED,Home,Insta,2,38.0,No,,COD,EIDSALE
T00429,2025-01-17,SKU-008,Smart Watch Strap,Accessories ,Insta,1,19.8,No,Faisalabad,COD,EIDSALE
T00430,2025-01-08,SKU-013 ,Phone Tripod Mini,Electronics,Meta FB,1,26.0,No,Multan,COD,
T00431,2025-03-22,SKU-010,Compression Shirt,Apparel,Google Ads,1,38.0,No,Karachi,Bank Transfer,NEWCUSTOMER
T00432,2025-01-13,SKU-003,Performance Sneakers White,Shoes,Instagram Ads,1,85.0,No,KHI,Cash on Delivery,FREESHIP
T00433,2025-02-26,SKU-010,Compression Shirt,Apparel,organic,2,38.0,No,Rawalpindi,card,FREESHIP
T00434,2025-01-16,SKU-009,Running Shorts Navy,Apparel,Instagram,1,32.0,Yes,Islamabad,COD,NEWCUSTOMER
T00435,2025-02-06,SKU-003,Performance Sneakers White,Shoes,google,1,76.5,No,,card,
T00436,2025-03-23,SKU-007,Wireless Earbuds Lite,Electronics,Instagram Ads,1,68.25,No,KHI,Card,
T00437,2025-01-22,SKU-010,Compression Shirt,Apparel,IG,1,38.0,No,KHI,COD,FREESHIP
T00438,2025-03-10,SKU-003,Performance Sneakers White,Shoes,FB,1,89.25,No,lahore,Card,EIDSALE
T00439,2025-02-10,SKU-005,Gym Bottle Steel,Accessories,Facebook,1,18.0,No,Multan,COD,
T00440,2025-01-19,SKU-006,Yoga Mat Premium,Fitness,facebook,3,35.0,No,Karachi,Bank Transfer,
T00441,2025-01-04,SKU-005,Gym Bottle Steel,Accessories,Facebook,1,16.2,No,Karachi,,NEWCUSTOMER
T00442,2025-01-22,SKU-012,Laptop Sleeve 14 inch,,Instagram Ads,3,,No,Faisalabad,,WELCOME10
T00443,2025-03-18,SKU-004,Performance Sneakers Black,Shoes,GAds,2,88.0,No,,,
T00444,2025-02-25,SKU-003,Performance Sneakers White,Shoes,IG,2,85.0,No,Rawalpindi,card,NEWCUSTOMER
T00445,2025-01-01,SKU-009,Running Shorts Navy,Apparel,Facebook,1,30.4,No,Karachi,Cash on Delivery,
T00446,2025-01-16,SKU-005,Gym Bottle Steel,Accessories,Search,1,18.0,No,Lahore,COD,
T00447,2025-02-15,SKU-003,Performance Sneakers White,Shoes,GAds,2,85.0,No,Rawalpindi,Card,WELCOME10
T00448,2025-02-05,SKU-008,Smart Watch Strap,Accessories,instagram,1,23.1,No,Faisalabad,Cash on Delivery,WELCOME10
T00449,2025-03-28,SKU-001,Urban Hoodie Black,Apparel,,1,47.25,No,Multan,card,FREESHIP
T00450,2025-02-16,SKU-007,Wireless Earbuds Lite,Electronics,FB,1,61.75,No,Rawalpindi,,FREESHIP
T00451,2025-02-12,SKU-005,Gym Bottle Steel,Accessories,Instagram,1,17.1,No,Rawalpindi,Bank Transfer,
T00452,2025-01-10,SKU-012,Laptop Sleeve 14 inch,Bags,Instagram,1,25.2,No,Islamabad,Card,FREESHIP
T00453,2025-01-14,SKU-010,Compression Shirt,Apparel,IG,2,36.1,No,,card,FREESHIP
T00454,2025-03-28,SKU-012,Laptop Sleeve 14 inch,Bags,IG,1,28.0,No,KHI,Bank Transfer,EIDSALE
T00455,2025-02-01,SKU-003, Performance Sneakers White ,Shoes,FB,1,80.75,No,lahore,Bank Transfer,NEWCUSTOMER
T00456,2025-03-17,SKU-010,Compression Shirt,Apparel,FB,1,34.2,No,Multan,COD,
T00457,2025-03-30,SKU-005,Gym Bottle Steel,Accessories,IG,1,17.1,No,Rawalpindi,,WELCOME10
T00458,2025-02-12,SKU-012,Laptop Sleeve 14 inch,,Instagram Ads,1,28.0,No,Faisalabad,card,WELCOME10
T00459,2025-01-04,SKU-003,Performance Sneakers White,Shoes,FB,2,89.25,Yes,Karachi,Card,
T00460,2025-02-13,SKU-015,Reusable Tote Bag,Accessories,FB,1,14.0,No,Karachi,Card,WELCOME10
T00461,2025-03-10,SKU-005,Gym Bottle Steel,,instagram,1,18.9,No,KHI,Bank Transfer,WELCOME10
T00462,2025-01-17,SKU-013,Phone Tripod Mini,Electronics,organic,1,26.0,No,KHI,Bank Transfer,FREESHIP
T00463,2025-03-09,SKU-010,Compression Shirt,Apparel,google,1,34.2,No,Rawalpindi,card,WELCOME10
T00464,2025-02-17,SKU-004,Performance Sneakers Black,Shoes,Facebook,1,79.2,No,,Bank Transfer,FREESHIP
T00465,2025-01-30,SKU-004,Performance Sneakers Black,Shoes,Facebook,1,79.2,No,Lahore,Cash on Delivery,WELCOME10
T00466,2025-03-29,SKU-013,Phone Tripod Mini,electronics,Meta FB,4,27.3,No,,card,NEWCUSTOMER
T00467,2025-01-20,SKU-013,Phone Tripod Mini,Electronics,FB,1,23.4,No,Rawalpindi,card,
